ciudad;depto;tamano;sector;seccion_sector;pa;numero_empleados;pb1;pb2;pb3;pb4;pb5;pb6;pb7;seleccion_por___contratados;pd1;pd2;p1;p1a;p2;p2a;p3;p3a;p4;p4a;p5;p5a;p6;p6a;p7;p7a;p8;p8a;p9;p9a;p10;p10a;p11;p11a;p12;p12a;p13;p13a;p14;p14a;p15;p15a;p16;p16a;p17;p17a;p18;p18a;p19;p19a;p20;p20a;p21a;p21b;p21c;p21d;p21e;factor
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;TRANPORTE DE PASAJEROS;Entre 11 y 50 Empleados;5;;;;;;;Tecnicos o Tecnologos;0;3;4;3;4;3;4;3;3;1;4;2;4;2;4;2;4;3;3;3;4;3;4;3;4;2;4;3;4;2;4;2;4;3;4;3;3;2;3;3;3;3;5;3;4;2;1;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;VENTAS;Menos de 11 Empleados;5;6;;;;;;Universitarios;3;2;1;1;1;1;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;4;2;1;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIO AL POR MENOR DE MUEBLES Y EQUIPOS DE OFICINA;Entre 11 y 50 Empleados;1;6;;;;;;Universitarios;4;3;4;4;4;4;4;4;2;2;4;4;3;3;4;4;4;4;3;3;4;4;4;4;4;4;3;3;3;3;4;4;3;3;4;4;2;2;3;3;3;3;4;3;2;1;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIO;Menos de 11 Empleados;1;6;5;;;;;Tecnicos o Tecnologos;2;3;4;2;3;2;4;2;4;1;3;2;4;2;4;1;4;2;4;1;4;2;3;1;4;2;4;2;4;1;4;2;3;1;4;1;4;2;4;2;3;1;3;2;5;1;4;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIALIZADORA DE PRODUCTOS;Entre 51 y 200 Empleados;6;;;;;;;Tecnicos o Tecnologos;8;67;4;3;3;3;3;3;1;1;4;2;3;3;3;3;4;4;4;4;4;4;3;3;3;3;3;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;4;5;3;1;2;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;FABRICACION/VENTA DE TEXTILES;Mas de 200 Empleados;6;1;2;;;;;Universitarios;50;30;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;3;2;1;3;5;4;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;SERVICIOS DE TELECOMUNICACIONE;Menos de 11 Empleados;4;5;;;;;;Universitarios;6;0;3;2;4;3;4;3;2;2;4;4;4;4;4;3;4;3;4;3;4;3;3;2;4;4;2;2;2;2;4;3;4;3;4;4;4;3;4;4;4;3;5;3;2;4;1;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIO E IMPORTANCION AL POR;Menos de 11 Empleados;1;5;;;;;;Universitarios;1;1;3;3;3;3;3;3;1;1;4;4;1;1;2;3;4;4;3;3;4;4;3;3;4;4;4;4;3;3;3;3;3;3;4;4;4;4;4;4;4;3;2;3;4;5;1;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;FRABRICACION DE VENTANAS;Menos de 11 Empleados;1;4;;;;;;Universitarios;2;0;3;3;3;3;3;3;2;2;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;3;3;4;3;2;1;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIO;Menos de 11 Empleados;4;;;;;;;Universitarios;5;0;4;4;4;3;4;3;3;3;4;4;4;4;4;3;4;4;4;4;4;4;4;3;4;4;3;3;4;4;4;4;4;4;3;3;3;3;4;4;4;4;5;4;3;1;2;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;COMERCIO;G;COMERCIO AL POR MAYOR DE PARTE;Menos de 11 Empleados;7;6;;;;;;Universitarios;1;1;3;3;3;3;3;2;3;2;3;3;4;3;4;3;3;3;4;3;3;3;4;3;4;3;3;3;4;3;4;3;4;3;4;3;3;3;4;3;4;3;3;2;1;4;5;29,78
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;ARTES GRAFICAS;Entre 11 y 50 Empleados;1;;;;;;;Tecnicos o Tecnologos;1;2;3;3;3;3;3;3;2;2;3;3;3;3;4;4;3;3;4;4;4;4;3;3;3;3;3;3;3;3;4;3;3;3;4;3;3;3;4;3;3;3;3;4;2;1;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;FABRICACION DE ACOPLES;Entre 11 y 50 Empleados;6;5;;;;;;Universitarios;1;0;3;3;4;3;4;3;2;2;3;3;3;3;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;3;4;4;2;3;1;4;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;INDUSTRIA;Entre 51 y 200 Empleados;5;4;;;;;;Universitarios;2;1;4;2;4;3;4;3;4;4;4;4;4;3;4;3;4;3;4;4;4;4;4;3;4;4;4;2;4;3;4;3;4;3;3;3;3;3;3;3;3;3;4;2;3;5;1;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;FABRICACION DE MEDICAMENTOS;Entre 11 y 50 Empleados;1;5;6;;;;;Tecnicos o Tecnologos;0;2;4;4;4;4;4;3;4;3;4;4;4;3;3;3;3;4;3;4;4;3;4;3;3;3;4;4;3;4;4;3;4;3;4;3;4;4;3;4;4;3;5;3;2;1;4;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;ARTES GRAFICAS;Entre 11 y 50 Empleados;4;;;;;;;Tecnicos o Tecnologos;2;2;4;3;4;3;4;3;4;1;4;3;4;3;4;3;4;3;4;3;4;4;3;4;4;2;4;3;4;3;4;3;4;3;4;3;4;2;4;2;4;3;4;3;5;1;2;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;FLEXOGRAFIA;Entre 51 y 200 Empleados;3;;;;;;;Universitarios;4;1;3;3;4;3;3;3;1;1;4;3;4;3;3;3;3;2;3;3;4;4;3;3;4;3;3;4;4;4;3;3;3;3;4;4;3;3;3;4;2;3;3;2;1;4;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;METALMECANICA;Entre 11 y 50 Empleados;4;;;;;;;Tecnicos o Tecnologos;0;5;3;3;3;3;4;2;1;1;2;2;3;2;3;2;3;3;3;2;3;3;3;3;3;3;3;2;4;3;3;2;3;3;3;3;3;2;3;3;3;2;4;3;2;1;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;INDUSTRIA;Entre 11 y 50 Empleados;4;6;;;;;;Universitarios;2;1;4;2;4;2;4;3;1;1;4;4;4;3;4;3;4;3;4;2;4;4;4;2;3;2;3;2;4;2;3;2;3;2;3;2;3;2;4;1;4;3;3;2;1;5;4;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;COMERCIO;Entre 11 y 50 Empleados;7;;;;;;;Universitarios;2;0;4;4;4;3;4;3;4;1;4;2;2;2;4;2;4;3;4;2;4;4;4;2;4;4;4;3;4;4;4;3;4;2;4;3;4;3;4;1;4;3;2;4;1;5;3;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;FABRICACION EQUIPOS ESTEELIZAC;Entre 11 y 50 Empleados;1;5;6;;;;;Universitarios;1;0;4;3;4;3;4;3;3;2;4;4;3;2;4;3;4;3;4;2;4;3;4;2;4;3;4;3;4;3;4;2;4;2;4;3;2;2;4;2;4;2;2;1;3;5;4;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;FABRICACION PRENDAS DE VESTIR;Entre 51 y 200 Empleados;1;;;;;;;Universitarios;10;5;4;2;4;4;4;4;4;3;4;4;4;4;4;3;4;3;4;2;4;3;4;3;4;4;4;3;4;2;4;3;4;3;4;3;4;2;4;4;4;4;2;3;1;4;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;METALMECANICA;Entre 11 y 50 Empleados;5;6;;;;;;Universitarios;1;0;3;3;4;4;4;4;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;4;4;3;3;3;1;2;4;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;TRANSFORMACION DE HIEERRO Y AC;Entre 11 y 50 Empleados;2;5;;;;;;Universitarios;3;2;3;3;3;3;3;3;1;1;2;2;2;2;3;3;4;4;3;3;3;3;2;2;3;3;3;3;3;3;3;3;2;2;2;2;3;3;3;3;2;2;3;1;4;5;2;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;INDUSTRIA;Entre 11 y 50 Empleados;1;2;4;6;;;;Tecnicos o Tecnologos;1;1;4;3;4;3;4;2;4;3;4;4;4;3;4;3;4;3;4;3;4;4;4;2;4;3;4;3;4;4;4;2;4;3;4;2;4;3;4;3;4;2;3;2;1;5;4;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;FABRICACION DE HERRAMIENTAS;Entre 11 y 50 Empleados;4;;;;;;;Tecnicos o Tecnologos;0;4;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;2;1;3;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;CONFECCION;Entre 11 y 50 Empleados;4;5;6;;;;;Tecnicos o Tecnologos;3;2;3;3;2;2;4;3;1;1;4;3;4;3;4;4;4;3;3;4;3;3;4;3;4;4;4;4;4;3;4;4;3;3;3;3;3;2;4;4;4;3;4;2;1;3;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;FABRICANTES DE MAQUINARIA;Menos de 11 Empleados;1;4;;;;;;Tecnicos o Tecnologos;2;3;3;3;2;2;2;2;1;1;3;3;3;3;4;4;4;4;3;3;4;4;4;3;3;3;3;3;4;4;4;3;3;3;3;3;2;2;4;4;3;3;2;1;3;4;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;PRESTACCION DE SERVICIOS CONTA;Menos de 11 Empleados;5;6;;;;;;Universitarios;2;0;3;3;3;3;4;4;2;2;4;4;4;4;3;3;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;2;2;3;2;4;4;2;1;3;4;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;FABRICACION DE PUBLICIDAD;Entre 11 y 50 Empleados;1;5;6;;;;;Tecnicos o Tecnologos;3;5;4;3;4;3;4;3;2;1;3;3;4;3;4;3;3;2;4;2;4;4;4;3;3;3;4;3;4;4;3;2;4;3;3;3;4;3;1;2;4;3;3;2;1;4;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;CONFECCION DE ROPA;Entre 51 y 200 Empleados;5;6;;;;;;Universitarios;1;1;4;3;4;3;4;3;4;1;4;4;4;1;4;3;4;3;4;3;4;4;4;3;4;3;4;2;4;2;4;2;4;2;4;3;4;2;4;3;4;2;3;2;1;4;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;IMPORTACION DE LIBROS;Entre 11 y 50 Empleados;4;5;6;;;;;Tecnicos o Tecnologos;1;2;3;3;3;3;3;3;3;3;4;4;4;4;4;3;4;3;4;2;4;2;4;3;4;3;4;2;4;1;4;2;4;2;4;2;4;3;4;1;4;2;5;2;1;3;4;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;COMERCIAR FILTROS AUTOMOTORES;Entre 51 y 200 Empleados;3;5;6;;;;;Tecnicos o Tecnologos;10;10;4;2;4;3;4;3;4;1;4;2;4;2;4;3;4;3;4;2;4;3;4;3;4;2;4;2;4;3;4;3;4;2;4;2;4;3;4;3;4;3;4;3;2;5;1;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;FABRICACION DE PLASTICOS;Entre 11 y 50 Empleados;1;4;5;6;;;;Tecnicos o Tecnologos;5;2;2;2;2;2;3;3;1;1;4;3;4;3;4;3;3;3;3;3;4;4;4;3;3;2;3;2;4;3;4;3;3;2;4;4;3;3;3;3;3;3;2;3;4;5;1;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;IMPORTACION Y COMERCIALIZACION;Menos de 11 Empleados;4;2;;;;;;Universitarios;1;0;4;2;4;3;4;2;4;1;4;4;4;3;4;1;4;3;4;2;4;3;4;2;4;3;4;3;4;3;4;2;4;2;4;4;4;3;4;2;4;2;3;1;2;4;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;FABRICACION DE PLASTICOS;Entre 11 y 50 Empleados;6;;;;;;;Universitarios;6;3;3;3;3;3;3;3;2;2;4;3;4;3;4;3;4;2;4;4;4;3;4;3;4;3;3;2;3;2;4;3;4;3;4;3;4;3;4;3;3;2;1;2;4;5;3;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;INDUSTRIA;Entre 51 y 200 Empleados;5;;;;;;;Tecnicos o Tecnologos;0;1;4;3;4;4;4;4;2;2;4;3;4;3;4;3;4;4;4;3;4;4;4;3;4;4;4;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;2;1;3;4;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;FABRICACION DE ALCOHOL;Entre 11 y 50 Empleados;2;5;6;;;;;Tecnicos o Tecnologos;0;1;4;4;4;4;4;4;2;1;4;3;4;2;4;3;4;4;2;2;4;4;3;3;3;4;4;3;3;3;3;2;3;3;2;3;4;4;4;4;3;3;5;3;2;4;1;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;ARTES GRAFICAS;Entre 11 y 50 Empleados;2;5;;;;;;Universitarios;1;0;4;3;4;3;4;3;3;4;4;4;1;1;4;2;4;3;4;2;4;4;4;3;4;2;4;3;4;2;4;2;4;2;4;1;4;1;4;2;4;2;1;3;4;5;2;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;MANUFACTURA DE PRODUCTOS LACTE;Entre 51 y 200 Empleados;4;;;;;;;Universitarios;1;0;3;3;4;4;3;3;2;2;4;4;4;3;4;4;3;3;4;3;4;4;4;4;4;4;4;4;4;3;4;3;3;3;4;3;4;3;4;4;4;4;2;3;1;4;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;INDUSTRIA;Entre 11 y 50 Empleados;4;;;;;;;Universitarios;3;0;4;3;4;3;4;3;3;2;4;4;4;4;4;3;4;3;4;3;4;4;4;3;4;3;4;3;4;3;4;2;4;4;4;3;4;3;4;4;4;3;1;2;5;4;3;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;FARICACION DE PRODUCTOS DE BEL;Entre 51 y 200 Empleados;1;2;3;4;5;6;;Tecnicos o Tecnologos;3;4;4;3;4;2;4;3;4;2;4;2;4;1;4;2;4;3;4;3;4;4;4;3;4;3;4;3;4;2;4;3;4;4;4;4;4;4;3;3;4;4;4;2;3;5;1;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;FABRICACION DE AUTOPARTES;Entre 11 y 50 Empleados;6;4;;;;;;Universitarios;1;4;3;4;3;4;3;3;3;2;2;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;4;2;1;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;INDUSTRIA;Entre 51 y 200 Empleados;4;7;;;;;;Tecnicos o Tecnologos;2;3;4;3;4;3;4;4;3;2;4;3;3;2;4;3;4;3;4;2;4;4;4;2;4;3;4;3;4;2;4;2;4;3;4;2;3;2;4;2;4;3;3;2;1;5;4;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;COMPRA Y VENTA DE PARTES MOTOR;Menos de 11 Empleados;5;;;;;;;Universitarios;1;0;3;3;3;3;3;3;2;3;3;4;3;4;3;2;4;3;4;3;4;4;4;3;2;4;3;4;2;3;3;4;3;4;3;3;4;4;1;3;3;3;1;2;4;3;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;COMERCIALIZACION;Menos de 11 Empleados;4;;;;;;;Tecnicos o Tecnologos;1;2;4;3;4;4;3;4;1;1;4;4;4;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;2;2;1;3;2;4;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;ARTES GRAFICAS;Menos de 11 Empleados;5;6;;;;;;Universitarios;2;0;3;2;3;3;4;3;2;2;3;3;3;3;2;2;4;4;3;3;3;3;3;3;4;3;3;3;3;3;4;3;3;3;3;3;4;4;3;3;3;3;3;2;1;4;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;PRODUC ROPA EXTERNA FEMENINA;Menos de 11 Empleados;3;5;4;;;;;Tecnicos o Tecnologos;2;3;4;3;4;2;4;2;4;1;4;4;4;4;4;3;4;4;2;2;4;4;4;3;4;3;4;3;4;3;3;3;3;2;3;2;4;3;4;3;3;3;2;1;3;4;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;COMERCIALIZACION Y PRODUCCION;Entre 51 y 200 Empleados;4;5;6;2;;;;Tecnicos o Tecnologos;2;3;4;4;4;3;4;4;4;1;4;2;4;2;4;3;4;4;4;1;4;4;4;2;4;2;4;2;4;2;4;1;4;1;4;2;4;2;4;2;4;2;2;3;1;4;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;PRODUCCION PRODUCTOS CARNICOS;Entre 51 y 200 Empleados;6;;;;;;;Tecnicos o Tecnologos;1;3;4;3;4;3;4;3;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;3;4;4;3;3;3;2;2;2;3;3;1;2;3;4;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;DISTRIBUCION ELECTRICOS;Entre 51 y 200 Empleados;1;5;;;;;;Universitarios;5;0;3;3;4;4;4;4;1;1;3;3;3;3;3;3;3;3;3;3;4;4;4;4;3;3;3;3;3;3;4;4;3;3;4;4;3;3;3;3;3;3;5;4;3;2;1;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;ACTIVIDADES DE IMPRESION;Entre 11 y 50 Empleados;6;;;;;;;Universitarios;2;0;4;4;3;3;3;3;2;2;3;3;3;3;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;3;3;3;3;4;4;4;4;4;4;3;3;3;1;4;2;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;MANUFACTURA;Entre 51 y 200 Empleados;1;6;3;;;;;Tecnicos o Tecnologos;4;2;4;3;4;3;4;3;2;2;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;4;4;4;3;3;4;4;3;2;4;4;2;2;4;4;3;3;3;1;2;4;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;MANUFACTURA DE PRODUCTOS DE ASEO;Entre 11 y 50 Empleados;4;5;6;;;;;Universitarios;2;0;4;3;3;3;4;3;3;2;4;4;3;3;4;3;4;3;4;4;4;4;3;2;3;2;4;3;4;3;3;3;3;2;3;2;3;3;4;3;4;3;3;2;4;5;1;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;ENSAMBLES DE AUDIFONOS;Menos de 11 Empleados;1;5;6;;;;;Tecnicos o Tecnologos;0;1;3;3;3;4;4;4;1;1;4;4;4;4;4;1;4;3;4;3;3;3;3;3;3;3;3;3;4;3;2;3;3;3;3;3;3;3;4;4;3;3;3;2;5;4;1;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;PRODUCTORA DE ALIMENTOS;Entre 11 y 50 Empleados;6;;;;;;;Universitarios;2;0;4;4;3;3;3;3;3;2;4;4;4;4;3;2;4;3;2;2;4;4;3;3;4;4;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;1;2;4;3;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;INDUSTRIA;Entre 11 y 50 Empleados;4;;;;;;;Universitarios;1;0;4;3;4;4;4;4;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;3;4;3;4;3;4;4;4;3;4;2;4;2;1;2;3;4;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;INDUSTRIA;Entre 51 y 200 Empleados;1;2;4;5;6;7;;Tecnicos o Tecnologos;4;5;4;3;4;2;4;4;3;1;4;4;4;2;4;2;4;4;4;2;4;4;4;3;4;4;3;3;4;3;4;2;4;4;4;4;3;3;4;2;4;3;3;1;2;4;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;FABRIC PRODUCTOS FARMACEUTICOS;Entre 51 y 200 Empleados;1;7;;;;;;Tecnicos o Tecnologos;15;30;4;3;3;3;3;3;1;1;4;4;4;4;4;4;4;3;1;1;4;4;4;4;4;4;4;4;3;3;3;3;4;4;4;4;1;1;3;3;1;1;2;1;3;5;4;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;ARTES GRAFICAS;Entre 11 y 50 Empleados;4;5;6;1;2;;;Universitarios;1;4;2;2;3;3;2;2;1;1;4;2;4;3;3;3;3;2;2;2;4;4;3;3;3;2;3;2;4;3;4;3;4;3;4;3;4;3;4;3;4;3;1;3;4;2;5;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;INDUSTRIA;D;INDUSTRIA ARTES GRAFICAS;Entre 11 y 50 Empleados;1;4;;;;;;Tecnicos o Tecnologos;1;2;4;3;4;2;4;2;4;1;4;4;4;4;4;3;4;3;4;4;4;4;4;3;4;4;3;3;3;3;4;4;4;4;3;3;3;1;4;4;3;2;2;1;3;5;4;13,57
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;INMOBILIARIA;Entre 11 y 50 Empleados;1;6;;;;;;Tecnicos o Tecnologos;0;5;4;4;3;2;3;3;4;1;4;4;4;4;4;3;4;3;3;4;4;4;4;3;4;4;3;3;4;4;3;3;3;3;4;4;4;4;4;4;4;1;1;3;2;5;4;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;ACTIVIDADES DE ARQUITECTURA E INGENIERIA;Entre 11 y 50 Empleados;6;2;;;;;;Tecnicos o Tecnologos;0;1;3;4;3;3;4;4;1;1;4;4;1;1;3;4;3;4;4;4;4;4;3;4;3;4;4;4;4;4;3;4;3;4;3;4;3;4;4;4;3;4;3;4;5;2;1;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;REPRESENTACION DE FRABICAS DE;Entre 11 y 50 Empleados;4;;;;;;;Tecnicos o Tecnologos;1;6;4;3;4;2;4;4;3;2;4;1;4;1;4;3;4;1;4;1;4;1;4;1;3;1;4;1;2;1;3;1;4;1;4;1;4;1;4;1;4;1;5;4;3;2;1;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;I;AGENTES DE CARGA INTERNACIONAL;Menos de 11 Empleados;5;;;;;;;Universitarios;2;0;4;3;4;4;4;4;4;4;4;4;3;3;3;3;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;3;4;4;4;4;3;3;3;4;4;4;3;5;2;1;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;F;PRESTAMOS DE SERVICIOS CALIBRA;Entre 11 y 50 Empleados;1;6;;;;;;Tecnicos o Tecnologos;4;5;2;2;3;4;3;3;2;2;2;2;2;1;3;3;4;4;4;4;4;4;3;3;4;4;3;3;3;3;4;4;3;3;3;3;4;4;4;4;4;4;2;1;4;5;3;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;ASESORIA  EN SISTEMAS;Entre 51 y 200 Empleados;1;4;;;;;;Universitarios;15;5;4;4;4;4;4;4;2;2;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;3;3;4;3;4;3;4;4;4;4;4;4;4;3;1;2;4;5;3;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;I;MENSAJERIA;Menos de 11 Empleados;1;5;6;;;;;Universitarios;1;0;4;4;4;4;4;4;3;2;4;4;4;3;4;3;4;4;4;3;4;3;4;3;4;2;4;3;4;3;3;3;4;3;4;3;4;3;4;3;4;3;1;5;4;3;2;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;I;SERVICIOS;Entre 11 y 50 Empleados;6;5;;;;;;Tecnicos o Tecnologos;0;2;4;4;3;4;4;4;1;1;3;3;3;3;4;4;4;4;4;3;4;4;3;3;3;3;4;4;3;3;3;3;3;3;4;3;3;3;4;4;3;3;2;1;3;5;4;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;N;SERVICIOS MEDICOS;Entre 11 y 50 Empleados;2;;;;;;;Tecnicos o Tecnologos;1;4;3;3;4;3;4;4;4;1;4;3;3;2;4;4;4;4;1;1;4;4;4;3;4;3;4;3;4;4;4;3;4;3;4;4;4;2;4;4;4;2;1;2;3;4;5;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;SERVICIOS TEMPORALES;Entre 11 y 50 Empleados;5;6;;;;;;Universitarios;7;5;4;3;4;3;4;3;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;5;3;2;4;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;K;SERVICIOS TEMPORALES;Entre 11 y 50 Empleados;6;5;;;;;;Universitarios;6;4;4;4;4;4;4;3;4;3;4;3;4;3;4;4;4;4;4;3;4;3;4;3;4;4;4;4;4;3;4;3;4;3;4;4;4;4;4;3;4;4;5;1;3;2;4;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;I;BODEGA Y ALMACENAMIENTO;Entre 11 y 50 Empleados;6;1;;;;;;Tecnicos o Tecnologos;10;30;4;4;4;4;4;4;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;5;2;1;63,96
BOGOTA;CUNDINAMARCA;PEQUE¥A;SERVICIOS;O;COMERCIALIZACION DE IMPLEMENTO;Menos de 11 Empleados;4;;;;;;;Universitarios;2;0;3;3;2;2;3;3;2;2;1;1;1;1;3;3;3;3;2;2;3;3;2;2;3;3;3;3;3;3;3;2;3;3;2;2;3;3;2;2;3;2;3;2;4;1;5;63,96
